"text","author"
"Tears also gushed from the eyes of Clerval, as he read the account of my misfortune.","MWS"
"At length, when the ghouls were satisfied that all the night-gaunts had left for Sarkomand and the Great Abyss with their doomed burdens, the galley put back into the harbour betwixt the grey headlands; and all the hideous company landed and roamed curiously over the denuded rock with its towers and eyries and fortresses chiselled from the solid stone.","HPL"
"Do you think that I renounced the Protectorate (and I have renounced it) in a fit of spleen?","MWS"
"Passing through Ferney in our way to Geneva, unaccustomed sounds of music arose from the rural church which stood embosomed in trees, surrounded by smokeless, vacant cottages.","MWS"
"It was as early as 1897 that he turned pale when some traveller mentioned the French town of Belloy-en-Santerre, and friends remembered it when he was almost mortally wounded there in 1916, while serving with the Foreign Legion in the Great War.","HPL"
"In return they have given me experiences such as few men have ever had.","HPL"
"He said that he was wearing away his time fruitlessly where he was; that letters from the friends he had formed in London desired his return to complete the negotiation they had entered into for his Indian enterprise.","MWS"
"Our captain said that if the material of the bag had been the trumpery varnished ""silk"" of five hundred or a thousand years ago, we should inevitably have been damaged.","EAP"
"From this station he could not notice the absence of Allen, and he accordingly bawled out, as if to him, repeating the orders of the mate.","EAP"
"That he should know of our existence, and treat us, near at hand, with the same contumely which his father had practised in distance and absence, appeared to me the certain consequence of all that had gone before.","MWS"
"Her small, bare, and silvery feet gleamed in the black mirror of marble beneath her.","EAP"
"But it is not from them that there came the single glimpse of forbidden aeons which chills me when I think of it and maddens me when I dream of it.","HPL"
"Less and less was he seen at Red Hook, and more and more did he move In the society to which he was born.","HPL"
"Besides, the hair of a madman is not such as I now hold in my hand.","EAP"
"But in the detail which he gave you of them he could not sum up the hours and months of misery which I endured wasting in impotent passions.","MWS"
"When I thought of him, I gnashed my teeth, my eyes became inflamed, and I ardently wished to extinguish that life which I had so thoughtlessly bestowed.","MWS"
"Notwithstanding the obscurity which thus envelops the date of the foundation of Vondervotteimittis, and the derivation of its name, there can be no doubt, as I said before, that it has always existed as we find it at this epoch.","EAP"
"life is obstinate, and clings closest where it is most hated.","MWS"
"""I do know you better,"" I replied ""than to think that you would be happy in such a situation; but the good you would do to others may be an inducement, since the time is probably arrived when you can put your theories into practice, and you may bring about such reformation and change, as will conduce to that perfect system of government which you delight to portray.""","MWS"
"On the contrary, between the level of the ditch and the basement of the rampart sprang up a perpendicular cliff of two hundred and fifty cubits, forming part of the precipitous Mount Moriah.","EAP"
"Clerval spent the last evening with us.","MWS"
"Your favourite schoolfellow, Louis Manoir, has suffered several misfortunes since the departure of Clerval from Geneva.","MWS"
"We were fellow-sojourners for a week about six years ago, at Earl's Hotel, in Providence, Rhode Island; and I presume that I conversed with him, at various times, for some three or four hours altogether.","EAP"
"Shake off the idle fancies that beset thee, And live, for now thou diest!","EAP"
"It is well that the reader accept nothing which follows as objective truth, for since the events transcend natural law, they are necessarily the subjective and unreal creations of my overtaxed mind.","HPL"
"I could have torn him limb from limb, as the lion rends the antelope.","MWS"
"I observed that the aperture through which I had thrust my head was an opening in the dial-plate of a gigantic clock, and must have appeared, from the street, as a large key-hole, such as we see in the face of the French watches.","EAP"
"Full twenty feet they reared their grotesque and unbroken heads, and snarled derisive on the ruins around them.","HPL"
"Monsieur Le Blanc (4) was not unaware of the advantages to be derived from the attendance of the fair Marie in his perfumery; and his liberal proposals were accepted eagerly by the girl, although with somewhat more of hesitation by Madame.","EAP"
"It was a sight for angels to congregate to behold, to view him lead, govern, and solace, the last days of the human race.","MWS"
"I accused earth and sky -the universal machine and the Almighty power that misdirected it.","MWS"
"""Translating as before, we obtain good, which assures us that the first letter is A, and that the first two words are 'A good.'","EAP"
"[Quatrain composed for the gates of a market to be erected upon the site of the Jacobin Club House at Paris.]","EAP"
"""The pleasant sunshine, and the pure air of day, restored me to some degree of tranquillity; and when I considered what had passed at the cottage, I could not help believing that I had been too hasty in my conclusions.","MWS"
"Nor will I repine if in this extremity we preserve what we now possess.","MWS"
"This ancient confirmed every tale which Jermyn had heard, adding his own account of the stone city and the white apes as it had been told to him.","HPL"
"The effect produced by the firing of a cannon is that of simple vibration.","EAP"
"I believe that the world has never seen-and that, unless through some series of accidents goading the noblest order of mind into distasteful exertion, the world will never see-that full extent of triumphant execution, in the richer domains of art, of which the human nature is absolutely capable.","EAP"
"A fiendish rage animated him as he said this; his face was wrinkled into contortions too horrible for human eyes to behold; but presently he calmed himself, and proceeded- ""I intended to reason.","MWS"
"It was a piece of ""composition,"" in which the most fastidiously critical taste could scarcely have suggested an emendation.","EAP"
"It was while struggling up the colossal spiral incline that we first felt the terrible fatigue and short breath which our race through the thin plateau air had produced; but not even the fear of collapse could make us pause before reaching the normal outer realm of sun and sky.","HPL"
"Negotium perambulans in tenebris....","HPL"
"To attempt, therefore, getting back would be folly-especially at so late a period of the season.","EAP"
"I asked, it is true, for greater treasures than a little food or rest: I required kindness and sympathy; but I did not believe myself utterly unworthy of it.","MWS"
"The record of this birth, as well as that of the marriage two years before, was stricken from most copies of the church and town annals where it ought to appear; and Charles Ward located both with the greatest difficulty after his discovery of the widow's change of name had apprised him of his own relationship, and engendered the feverish interest which culminated in his madness.","HPL"
"A gorgeous hall had been fitted up, under Trippetta's eye, with every kind of device which could possibly give eclat to a masquerade.","EAP"
"Oh, horror upon horror!-the ice opens suddenly to the right, and to the left, and we are whirling dizzily, in immense concentric circles, round and round the borders of a gigantic amphitheatre, the summit of whose walls is lost in the darkness and the distance.","EAP"
"The sound of the incoming tide was now very insistent, and little by little it seemed to change the old man's mood from maudlin tearfulness to watchful fear.","HPL"
"St. Eustache was the accepted suitor of Marie, and lodged, as well as took his meals, at the pension.","EAP"
"""At Last"", by Muriel Wilson, is a blank verse poem of much merit.","HPL"
"Time had quite ceased to exist when my feet again felt a level floor, and I found myself in a place slightly higher than the rooms in the two smaller temples now so incalculably far above my head.","HPL"
"These men, if favourable, might eventually be brought together for collective deliberation; and with them would rest the responsibility of deciding whether or not to inform the Governor of the Colony, Joseph Wanton of Newport, before taking action.","HPL"
"how sincerely you did love me, and endeavour to elevate my mind until it was on a level with your own.","MWS"
"Again and again were those huge winged lions shewn, their mighty flanks of diorite glistening in the grey twilight of the day and the cloudy phosphorescence of the night.","HPL"
"That night Carter camped in a roadside meadow beneath a great lygath-tree to which he tied his yal<, and in the morning resumed his northward pilgrimage.","HPL"
"In about half an hour he came to himself, although it was not until the next morning that he gave signs of recognizing any of us, or had sufficient strength to speak.","EAP"
"The lady was deposited in her family vault, which, for three subsequent years, was undisturbed.","EAP"
"Then I finally went, the sinister man and the old spinning woman before me.","HPL"
"""We Norwegians call it the Moskoe-ström, from the island of Moskoe in the midway.""","EAP"
"He replied, although very feebly, so that I could not distinguish what he said.","EAP"
"""I am alive,"" were the uncomprehended words which, upon recognizing the locality of the dissecting-room, he had endeavored, in his extremity, to utter.","EAP"
"[2] I gazed with a kind of wonder.","MWS"
"And before the day was done Carter saw that the steersman could have no other goal than the Basalt Pillars of the West, beyond which simple folk say splendid Cathuria lies, but which wise dreamers well know are the gates of a monstrous cataract wherein the oceans of earth's dreamland drop wholly to abysmal nothingness and shoot through the empty spaces toward other worlds and other stars and the awful voids outside the ordered universe where the daemon-sultan Azathoth gnaws hungrily in chaos amid pounding and piping and tlie liellisli dancing of tine Otiier Gods, blind, voiceless, tenebrous, and mindless, with their soul and messenger Nyarlathotep.","HPL"
"I have myself been carried back to Roman times by my recent perusal of James Rhoades' /Eneid, a translation never before read by me, and more faithful to P. Maro than any other versified version I have ever seen - including that of my late uncle Dr. Clark, which did not attain publication.","HPL"
"Upon my entering he strode hurriedly up to me, and, seizing me by the arm with a gesture of petulant impatience, whispered the words ""William Wilson!""","EAP"
"Then he was perpetually kicking out his heels-so-so-"" ""Mr. De Kock!","EAP"
"The whole page was blotted with fresh tears; and, upon the opposite interleaf, were the following English lines, written in a hand so very different from the peculiar characters of my acquaintance, that I had some difficulty in recognising it as his own:- Thou wast that all to me, love, For which my soul did pine- A green isle in the sea, love, A fountain and a shrine, All wreathed with fairy fruits and flowers; And all the flowers were mine.","EAP"
"In the glare of noon-at the dead hour of night-in sickness or in health-in calm or in tempest-the young Metzengerstein seemed rivetted to the saddle of that colossal horse, whose intractable audacities so well accorded with his own spirit.","EAP"
"With onyx were they paved, save those whereon the horses and camels and elephants trod, which were paved with granite.","HPL"
"We departed from Versailles fifteen hundred souls.","MWS"
"For Charles, having dropped as useless his pretence that the crypt did not exist, seemed to see some ghastly jest in this affair; and chuckled hoarsely at something which amused him.","HPL"
"Flatness and exuberant green life were always the keynote of the scene.","HPL"
"It could not be denied that our atmosphere was radically affected; the conformation of this atmosphere and the possible modifications to which it might be subjected, were now the topics of discussion.","EAP"
"Being without superstition, he did not heed the day at all; though ever afterward he refused to do anything of importance on that fateful sixth day of the week.","HPL"
"I proceeded at once, with the nervous energy of despair, to attempt its execution.","EAP"
"In Wordsworth's first preludings there is but a dim foreboding of the creator of an era.","EAP"
"These things were in no manner to be accounted for, and my eyes at length dropped to the open pages of a book, and to a sentence underscored therein.","EAP"
"Hear him not; call on the manes of William, Justine, Clerval, Elizabeth, my father, and of the wretched Victor, and thrust your sword into his heart.","MWS"
"The darkness of inner earth could likewise have been no deterrent to a race accustomed to long antarctic nights.","HPL"
"They have the whole lustre of burnished gold.","EAP"
"For yards about the steps extended an insane tangle of human bones, or bones at least as human as those on the steps.","HPL"
"In groping my way around the prison, I could not fail to encounter this rag upon completing the circuit.","EAP"
"An arm, for instance, uplifted from the water, and thus deprived of its support, is an additional weight sufficient to immerse the whole head, while the accidental aid of the smallest piece of timber will enable us to elevate the head so as to look about.","EAP"
"The children and the womenfolk whimpered, kept from screaming by some obscure, vestigial instinct of defence which told them their lives depended on silence.","HPL"
"He expresses the opinion that, had not these overruling considerations obliged him to retreat, he could have penetrated, if not to the pole itself, at least to the eighty-fifth parallel.","EAP"
"""We are not impotent-we pallid stones.","EAP"
"Interspersed about the room, crossing and recrossing in endless irregularity, were innumerable benches and desks, black, ancient, and time-worn, piled desperately with much-bethumbed books, and so beseamed with initial letters, names at full length, grotesque figures, and other multiplied efforts of the knife, as to have entirely lost what little of original form might have been their portion in days long departed.","EAP"
"The workmen crossed themselves in fright when they came upon this blasphemy, but later burned candles of gratitude in St. Stanislaus' Church because of the shrill, ghostly tittering they felt they would never hear again.","HPL"
"Never thought I could get the best of her ... but I had a spell or two that worked.""","HPL"
"One the doctor clearly recognised as what Mrs. Ward heard her son chanting on that ominous Good Friday a year before, and what an authority had told him was a very terrible invocation addressed to secret gods outside the normal spheres.","HPL"
"We did every thing in our power for his comfort, and trebled his allowance of water.","EAP"
"the same contour of person!","EAP"
"And yet there is in this no Gordian knot Which one might not undo without a sabre, If one could merely comprehend the plot.","EAP"
"I learned from Werter's imaginations despondency and gloom: but Plutarch taught me high thoughts; he elevated me above the wretched sphere of my own reflections, to admire and love the heroes of past ages.","MWS"
"Two of the natives by this time had got hold of our boat, obstinately refusing to let go, until we were forced to despatch them with our knives.","EAP"
"For the bright side of the painting I had a limited sympathy.","EAP"
"A moral tempest had wrecked our richly freighted vessel, and we, remnants of the diminished crew, were aghast at the losses and changes which we had undergone.","MWS"
"Wild and ecstatic was the blast that followed, and wilder still the cry that chorused just after from dark throats somehow made shrill by strange artifice.","HPL"
"What if I told you that I've got another studio up there, where I can catch the night-spirit of antique horror and paint things that I couldn't even think of in Newbury Street?","HPL"
"Having carefully looked out, however, all the legitimate rhymes to ""Bob,"" I found it impossible to proceed.","EAP"
"THE UNITED AMATEUR for October furnishes us with a species of composition not frequently encountered in amateurdom; an official report which is also a literary classic.","HPL"
"It was found in the Bois de Boulogne-at a vast distance from the scene of that butchery.","EAP"
"The Editorial pages are brilliant in their justification of the United's sunny spirit, as contrasted with the National's forbidding frigidity.","HPL"
"Of course the phantom had been twisted and exaggerated, and had contained things which the real source did not contain; yet now, as we saw that real source, we thought it even more hideous and menacing than its distant image.","HPL"
"In him, however, the family mentally had veered away from practical affairs to pure scholarship; so that he had been a notable student of mathematics, astronomy, biology, anthropology, and folklore at the University of Vermont.","HPL"
"We never - even in our wildest Hallowe'en moods - visited this cellar by night, but in some of our daytime visits could detect the phosphorescence, especially when the day was dark and wet.","HPL"
"At length I detected a ray of light struggling through a closed shutter in one of the upper rooms-it was a novel feeling, alas!","MWS"
"All three had seen the body of Wilbur Whateley as it lay on the floor in a room of that very building, and after that not one of them could feel even slightly inclined to treat the diary as a madman's raving.","HPL"
"We could float things up the De Grey River instead of starting from Pilbarra - but all that can be talked over later.","HPL"
"They did not cease, however, importuning me with questions as to what I intended to do with all this apparatus, and expressed much dissatisfaction at the terrible labor I made them undergo.","EAP"
"Exham Priory Itself I saw without emotion, a jumble of tottering mediaeval ruins covered with lichens and honeycombed with rooks' nests, perched perilously upon a precipice, and denuded of floors or other interior features save the stone walls of the separate towers.","HPL"
"In ""Coconino Jim, Lumberjack,"" Mr. Harry E. Rieseberg shows himself a true and powerful poet of the rugged, virile school of Kipling, Service, Knibbs, and their analogues.","HPL"
"Who cares to find the heaven of the priest, When only warriors can with Woden feast?","HPL"
"The medical testimony spoke confidently of the virtuous character of the deceased.","EAP"
"Thou art my friend, Baldazzar, And I have not forgotten it-thou'lt do me A piece of service; wilt thou go back and say Unto this man, that I, the Earl of Leicester, Hold him a villain?-thus much, I prythee, say Unto the Count-it is exceeding just He should have cause for quarrel.","EAP"
"The higher sky, as we crossed the range, was surely vaporous and disturbed enough; and although I did not see the zenith I can well imagine that its swirls of ice-dust may have taken strange forms.","HPL"
"We found the entire length of the third chasm three hundred and twenty yards.","EAP"
"She seem'd not thus upon that autumn eve I left her gorgeous halls-nor mourn'd to leave.","EAP"
"- that was old Ephraim's secret name in the coven.","HPL"
"People spoke of seeing Derby more and more in his new energised state, and Asenath was scarcely ever in to her few callers.","HPL"
"Then the old man made a signal to the half-seen flute-player in the darkness, which player thereupon changed its feeble drone to a scarce louder drone in another key; precipitating as it did so a horror unthinkable and unexpected.","HPL"
"A lady's voice!-and sorrow in the tone!","EAP"
"Then he noticed with terror that the wings of the night-gaunts were not flapping any more.","HPL"
"In vain we schooled ourselves into the belief, that there was nothing out of the common order of nature in the strife we witnessed; our disasterous and overwhelming destiny turned the best of us to cowards.","MWS"
"Oppressed by the recollection of my various misfortunes, I now swallowed double my usual quantity and soon slept profoundly.","MWS"
"We existed within ourselves alone.","EAP"
"The tone of the piece is that of sentimental and almost melancholy reverie, hence the metre is not quite uniform; but a commendable absence of rough breaks lends a delightful flow to the lines.","HPL"
"I still believed that I might find one of my beloved companions cast like me, half alive, on the beach; and I strove in every way to restore my frame to the use of its animal functions.","MWS"
"Randolph did not shew his key, but ate his supper in silence and protested only when bedtime came.","HPL"
"I thought of the frightful chambers and corridors and Inclines as I recalled them from my dreams.","HPL"
"""Shall each man,"" cried he, ""find a wife for his bosom, and each beast have his mate, and I be alone?","MWS"
"He knew that Joe must have been half drunk when he came home the night before, yet this mention of a violet light in the garret window was of frightful import.","HPL"
"From that time on the obliteration of Curwen's memory became increasingly rigid, extending at last by common consent even to the town records and files of the Gazette.","HPL"
"The pretended lunatic was a man in my own pay.""","EAP"
"Loss of property, hopelessness as to his future prospects, the inoccupation to which poverty condemned him, combined to reduce him to a state bordering on insanity.","MWS"
"It was the secrets of heaven and earth that I desired to learn; and whether it was the outward substance of things or the inner spirit of nature and the mysterious soul of man that occupied me, still my inquiries were directed to the metaphysical, or in its highest sense, the physical secrets of the world.","MWS"
"Such were a few of the formless speculations of my weaker hours - fancies abetted by myths which my studies uncovered.","HPL"
"The following spring, like that of the year before, had heavy rains; and the watchers kept careful track of the river-bank behind the Curwen farm.","HPL"
"This white, waddling thing was fully six feet high, yet we seemed to realise at once that it was not one of those others.","HPL"
"It was no longer shining out, it was pouring out; and as the shapeless stream of unplaceable colour left the well It seemed to flow directly into the sky.","HPL"
"The light of the moon had strangely failed, and as Atal plunged upward through the mists he heard Barzai the Wise shrieking in the shadows: ""The moon is dark, and the gods dance in the night; there is terror in the sky, for upon the moon hath sunk an eclipse foretold in no books of men or of earth's gods.","HPL"
"When I found so astonishing a power placed within my hands, I hesitated a long time concerning the manner in which I should employ it.","MWS"
"This, of course, was a matter briefly and easily ascertained, by noticing the proportion of the pitcher filled in any given time.","EAP"
"It was unspeakably shocking, and I do not see how I lived through It.","HPL"
"Steer for Vega through the night, but turn when the singing sounds.","HPL"
"""'The Epidendrum Flos Aeris, of Java, bears a very beautiful flower, and will live when pulled up by the roots.","EAP"
"'gratfying' amended to gratifying: 'great and gratifying'.","HPL"
"Female loveliness, in especial, is more than one-half disenchanted beneath its evil eye.","EAP"
"With the rest of the adventure I believe you are as well acquainted as myself.""","EAP"
"I The happiest day-the happiest hour My seared and blighted heart hath known, The highest hope of pride and power, I feel hath flown.","EAP"
"I talked with the mind of Yiang-Li, a philosopher from the cruel empire of Tsan-Chan, which is to come in A.D. 5000; with that of a general of the great-headed brown people who held South Africa in B.C.","HPL"
"Single stalks 3 inches diameter branch after 6 inches into five sub-stalks, each of which branches after 8 inches into five small, tapering tentacles or tendrils, giving each stalk a total of 25 tentacles.","HPL"
"They shewed the visitor the grave, barren and devoid of markers.","HPL"
"This river, once crossed by scores of noble stone bridges, was plainly the one whose extinct course we had seen in our aeroplane survey.","HPL"
"His mode of equipping the party as ourang-outangs was very simple, but effective enough for his purposes.","EAP"
"Their astonishment now appeared to be far too deep for words, for they roamed about in silence, broken only by low ejaculations.","EAP"
"The metre is excellent throughout, and the whole piece displays a gratifying skill on its author's part.","HPL"
"If worst came to worst, we could resort to rock-chipping - and of course it would be possible, even in case of really lost direction, to work up to full daylight by one channel or another if granted sufficient time for plentiful trial and error.","HPL"
"[Transcriber's Note: Possible printer errors corrected: Line 2863: ""I do no not fear to die"" to ""I do now not fear to die"" Line 6375: ""fulfil the wishes of you parents"" to ""your parents""] End of --- NEW BOOK --- The Last Man by Mary Wollstonecraft Shelley LONDON: HENRY COLBURN.","MWS"
"The non-university man, the dwellers in distant places, the recluse, the invalid, the very young, the elderly; all these are included within our scope.","HPL"
"In these views the city and the desert valley were shewn always by moonlight, a golden nimbus hovering over the fallen walls and half revealing the splendid perfection of former times, shewn spectrally and elusively by the artist.","HPL"
"said Miss Arabella, as she at length comprehended the purport of my query; ""Smith!-why, not General John A.","EAP"
"Even they were restless, for this case had held vague elements in the background which pleased them not at all.","HPL"
"""I am sure, my dearest uncle (you confounded old rascal!","EAP"
"During our stay at Naples, we often returned to this cave, sometimes alone, skimming the sun-lit sea, and each time added to our store.","MWS"
"she cried, ""where are we going?","MWS"
"It was from the speech-machine that I first picked up a few recognisable phrases.","HPL"
"Later on I received from him certain material proofs which placed the matter on a somewhat different and bewilderingly bizarre basis.","HPL"
"Surely enough, there was the snow uncounted thousands of feet above, and below it a great beetling crag like that he had just climbed; hanging there forever in bold outline, black against the white of the frozen peak.","HPL"
"I was ambitious-have you known The passion, father?","EAP"
"It had hellishly long, sharp, canine teeth.","HPL"
"First the world's greatest mountains, and then this.","HPL"
"We encountered no living creature, for the men of the night shift had been released from duty, and were doubtless at the Dry Gulch settlement pouring sinister rumours into the ear of some drowsy bartender.","HPL"
"We therefore dragged him along with us as well as we could, although with the greatest difficulty and fatigue; Augustus, during part of the time, being forced to clamber over the impediments in our way with the huge dog in his arms-a feat to which the feebleness of my frame rendered me totally inadequate.","EAP"
"The Woodbees undoubtedly form the most active and representative adult club in the United; to which only the Appleton Club, representing the juvenile Muse, may justly be compared.","HPL"
"Our flashlight photographs of those carvings will do much toward proving the truth of what we are now disclosing, and it is lamentable that we had not a larger film supply with us.","HPL"
"In these expeditions we were seldom accompanied by Clara or her little charge, but our return was an hour of hilarity.","MWS"
"Victor, be assured that your cousin and playmate has too sincere a love for you not to be made miserable by this supposition.","MWS"
"Mr. Fritter's legal training aids him in presenting a clear, polished, and logical arraignment of anti-prohibition hypocrisy.","HPL"
"The attachment between them led to the ill-fated marriage, of which I was the offspring.","MWS"
"My father wished her not to go but said that he left it to her own judgment and feelings to decide.","MWS"
"""-Stopping short, I clasped my hands, and with the fervour of a new proselyte, cried, ""Doubt me not, Adrian, I also will become wise and good!""","MWS"
"Then there was another - our first - whose exact fate we had never learned.","HPL"
"He contrived to bear, however, among a particular set at the university, a reputation for deep metaphysical thinking, and, I believe, for some logical talent.","EAP"
"What I have adduced, notwithstanding the minuteness with which I have adduced it, has been with the view, first, to show the folly of the positive and headlong assertions of Le Soleil, but secondly and chiefly, to bring you, by the most natural route, to a further contemplation of the doubt whether this assassination has, or has not, been the work of a gang.","EAP"
"They were hard to get, and one awful day he had secured his specimen while it was still alive and vigorous.","HPL"
"""Day-Dreams,"" by Frank C. Reighter, is a didactic poem and so labors under an initial handicap in attempting to hold the attention of the reader.","HPL"
"So when in tears The love of years Is wasted like the snow, And the fine fibrils of its life By the rude wrong of instant strife Are broken at a blow Within the heart Do springs upstart Of which it doth now know, And strange, sweet dreams, Like silent streams That from new fountains overflow, With the earlier tide Of rivers glide Deep in the heart whose hope has died- Quenching the fires its ashes hide,- Its ashes, whence will spring and grow Sweet flowers, ere long, The rare and radiant flowers of song!","EAP"
"And so much easier is it to believe what we have seen and known, than what we hear of only, that we remember him but with admiration and respect; these descriptions of him, when morally insane, seeming to us like portraits, painted in sickness, of a man we have only known in health.","EAP"
"To do do (medium size) 25 Aug. 19.","EAP"
"Amidst it all he shewed some trace of the pride later noticed in his daughter, and what he said of the child's paternity was remembered by many of his hearers years aftenward.","HPL"
"After an hour his furtive taciturnity shewed signs of disappearing, but much to my disappointment he still sidetracked my questions about Innsmouth and its shadow-haunted past.","HPL"
"Brooding over this plan, resolved when the hour should come, to propose, and insist upon its accomplishment, secure of his consent, the heart of Perdita was lightened, or rather exalted.","MWS"
"He staggered against the wall, while I closed the door with an oath, and commanded him to draw.","EAP"
"After many years spent in foreign travel, I sailed in the year 18- , from the port of Batavia, in the rich and populous island of Java, on a voyage to the Archipelago of the Sunda islands.","EAP"
"He had himself read many of them - a Latin version of the abhorred Necronomicon, the sinister Liber Ivonis, the infamous Cultes des Goules of Comte d'Erlette, the Unaussprechlichen Kulten of von Junzt, and old Ludvig Prinn's hellish De Vermis Mysteriis.","HPL"
"While I was pondering upon what was best to be done, Jupiter's voice was again heard.","EAP"
"Every thing in the English constitution had been regulated for the better preservation of peace.","MWS"
"Javelins began to fly from both sides, and the swelling meeps of the ghouls and the bestial howls of the almost-humans gradually joined the hellish whine of the flutes to form a frantick and indescribable chaos of daemon cacophony.","HPL"
"""The graoun' was a'talkin' lass night, an' towards mornin' Cha'ncey he heerd the whippoorwills so laoud in Col' Spring Glen he couldn't sleep none.","HPL"
"His sentence was pronounced, and I could only grieve and be patient.","MWS"
"I marvelled at the self-possession so soon following the spell of panic-struck muttering.","HPL"
"My horse grew tired-and I, forgetful of his fatigue, still as he lagged, cheered him with my voice, and urged him with the spur.","MWS"
"Leaning to look if foot might pass Down thro' that chasm, I saw, beneath.","HPL"
"Then you will know what has engulfed me.","HPL"
"Lavinny's read some, an' has seed some things the most o' ye only tell abaout.","HPL"
"At the end of this time I arose, and found myself freer from absolute pain of any kind than I had been during the last hour and a quarter of my ascension.","EAP"
"The following characters were rudely traced, in a red tint, between the death's-head and the goat: ""53‡‡†305))6;4826)4‡.","EAP"
"Having procured mortar, sand, and hair, with every possible precaution, I prepared a plaster which could not be distinguished from the old, and with this I very carefully went over the new brickwork.","EAP"
"If you delay we are lost; come, I pray you, unless you would cast me off for ever.""","MWS"
"From the look of things, that daemon mountain wind must have been enough to drive any man mad in the midst of this centre of all earthly mystery and desolation.","HPL"
"""An opera-glass!-no!-what do you suppose I would be doing with an opera-glass?""","EAP"
"On the twenty-fifth of March, 1824, the Berwick, Captain Jeffrey, from London to Van Diemen's Land, arrived at the place, where they found an Englishman of the name of Glass, formerly a corporal in the British artillery.","EAP"
"I have done my best, though perhaps I have done wrong.","MWS"
"They harmed only those earth-people who got too near them or spied upon them.","HPL"
"I resolved that very night to ride to Versailles; if I found affairs less desperate than I now deemed them, I would return without delay to my troop; I had a vague idea that my arrival at that town, would occasion some sensation more or less strong, of which we might profit, for the purpose of leading forward the vacillating multitude-at least no time was to be lost-I visited the stables, I saddled my favourite horse, and vaulting on his back, without giving myself time for further reflection or hesitation, quitted Villeneuve-la-Guiard on my return to Versailles.","MWS"
"I could not make out all that was said, but I could plainly see the effects of the conversation in the countenances of those present.","EAP"
"He had shewed some of these rustics his photographs and black stone, and had played the hideous record for them; and they all said the footprints and buzzing voice were like those described in ancestral legends.","HPL"
"I had become most unaccountably interested-nay, even excited.","EAP"
"If one of my fellow-miners appropriated it, he must have been quite clever in disposing of his booty, for despite advertisements and a police search the ring was never seen again.","HPL"
"There were seven-an imperial suite.","EAP"
"The unusual poetic genius of Mr. Cole has been revealed but recently, yet the imaginative qualities pervading some of his prose long ago gave indications of this gift.","HPL"
"Leng, wherever in space or time it might brood, was not a region I would care to be in or near; nor did I relish the proximity of a world that had ever bred such ambiguous and Archaean monstrosities as those Lake had just mentioned.","HPL"
"The season of the assizes approached.","MWS"
"I will therefore put you upon an expeditious and decisive plan of obtaining this very necessary information.","EAP"
"I rushed towards her and embraced her with ardour, but the deadly languor and coldness of the limbs told me that what I now held in my arms had ceased to be the Elizabeth whom I had loved and cherished.","MWS"
"It is doubtful whether he was touched at all by the horror and exquisite weirdness of his position, but the bald fact of imprisonment so far from the daily paths of men was enough to exasperate him thoroughly.","HPL"
"It savoured of the wildest dreams of myth-maker and theosophist, and disclosed an astonishing degree of cosmic imagination among such half- castes and pariahs as might be expected to possess it.","HPL"
"Was she to cease to love?","MWS"
"If we allow that Madame Rogêt, from her age and grief, could not go over, (which is allowing a great deal,) there certainly must have been some one who would have thought it worth while to go over and attend the investigation, if they thought the body was that of Marie.","EAP"
"They might not know their parentage, for the gods so dislike to be known among men that none can be found who has seen their faces wittingly; a thing which Carter realised even as he sought to scale Kadath.","HPL"
"Old Asa and his wife were duly excited over their strange visitors, and were properly reimbursed for this invasion of their domestic hearth.","HPL"
"And, now, let me beg your notice to the highly artificial arrangement of the articles.","EAP"
"Dupin scrutinized every thing-not excepting the bodies of the victims.","EAP"
"My distance from the moon was comparatively trifling, while the labor required by the condenser was diminished not at all, and I could discover no indication whatever of a decreasing rarity in the air.","EAP"
"Raymond moved towards the door.","MWS"
"During the two years that he lived I thought of nothing but his care, having even placed my business under the direction of partners.","HPL"
"The Scarabaeus, the Ibis, etc., were with us (as similar creatures have been with others) the symbols, or media, through which we offered worship to the Creator too august to be more directly approached.""","EAP"
"What may not the forces, never before united, of liberty and peace achieve in this dwelling of man?""","MWS"
"It might be a good idea to analyse it.","HPL"
"This was the person who had driven my car through the night five months before - the person I had not seen since that brief call when he had forgotten the old-time doorbell signal and stirred such nebulous fears in me - and now he filled me with the same dim feeling of blasphemous alienage and ineffable cosmic hideousness.","HPL"
"Everywhere was variety in uniformity.","EAP"
"He knows what he himself would do in certain circumstances, but he does not always know very exactly what some others might do in similar cases.","HPL"
"This latter form seemed to please him best;-perhaps because it involved the least risk; for Dammit had become excessively parsimonious.","EAP"
"His daughter attended him with the greatest tenderness; but she saw with despair that their little fund was rapidly decreasing, and that there was no other prospect of support.","MWS"
"For some time I could not tell whether I was waking or sleeping, for the sound of flutes still rang shrilly in my ears; but when I saw on the floor the icy moonbeams and the outlines of a latticed Gothic window I decided I must be awake and in the castle at Kilderry.","HPL"
"''Ave, Caesar, moriturus te saluto!","HPL"
"Seize him and unmask him-that we may know whom we have to hang at sunrise, from the battlements!""","EAP"
"Some seaweed floating by the brig, he maintained that it was the ship's boat, and endeavoured to throw himself upon it, howling and shrieking in the most heartrending manner, when I forcibly restrained him from thus casting himself into the sea.","EAP"
